Rule ID,Resource ID,Compliance,Exception Reason,Rule Level,Rule Info
"AwsSolutions-L1","DataLoadStack/dataload/Lambda/Resource","Suppressed","Code was tested with python 3.11","Error","The non-container Lambda function is not configured to use the latest runtime version."
